price,no_of_bedrooms,no_of_bathrooms,sqft_living,sqft_lot,no_of_floors,zipcode,house_age
1050000.0,3,2.0,2090,4077,1.5,98112,93
959750.0,4,3.0,3060,50002,1.0,98008,67
210000.0,3,1.0,1110,7962,1.0,98146,62
258000.0,3,2.0,1790,7879,1.5,98001,26
468000.0,3,1.5,1830,9848,1.0,98056,62
710000.0,4,3.5,2850,2910,2.0,98115,119
268000.0,3,1.0,1420,6000,1.0,98146,83
115000.0,2,1.0,790,7252,1.0,98146,94
500000.0,3,2.5,2300,4307,2.0,98034,26
431000.0,3,2.5,2440,71002,1.0,98022,28
241500.0,3,2.0,1310,7349,1.0,98030,29
300000.0,3,1.0,1380,12000,1.0,98031,61
982000.0,4,2.5,2790,10289,2.0,98006,37
248500.0,3,2.5,1360,7293,2.0,98003,36
665000.0,4,2.5,2510,5936,2.0,98075,26
1220000.0,3,3.0,4560,16339,2.0,98034,23
380000.0,2,1.0,780,3910,1.0,98126,106
220000.0,3,2.0,1410,7998,1.0,98178,84
631500.0,4,2.0,2530,5650,1.5,98116,114
386100.0,3,2.0,1270,6760,1.0,98034,52
1050000.0,4,4.5,3180,4606,2.0,98199,95
650000.0,2,1.75,1450,4000,1.5,98105,121
545000.0,4,1.75,2040,53578,1.0,98038,65
870000.0,4,2.5,2650,12001,2.0,98006,40
380000.0,3,1.75,1240,8611,1.0,98133,51
265000.0,2,1.0,820,8423,1.0,98055,67
645500.0,2,1.0,1890,5202,1.5,98117,115
570000.0,3,2.0,1270,3090,2.0,98117,113
1200000.0,4,2.5,3350,11688,1.0,98006,29
605000.0,2,1.0,1550,3200,1.5,98112,97
199500.0,3,1.0,920,9812,1.0,98001,62
445000.0,2,1.0,950,4800,1.0,98144,83
495000.0,4,1.75,2040,3570,1.0,98144,107
594000.0,4,1.75,1870,5200,2.0,98115,87
465000.0,3,1.75,1720,5280,1.0,98199,81
160000.0,2,1.0,1020,13647,1.0,98022,109
340000.0,4,2.5,2690,6099,2.0,98092,26
870000.0,4,2.0,3090,41147,1.0,98052,34
249000.0,3,1.5,1070,5150,1.0,98106,84
500000.0,4,2.25,2050,7201,2.0,98033,30
220000.0,3,1.5,1660,15600,2.0,98001,43
368500.0,5,1.75,2810,9360,1.0,98055,59
439950.0,4,2.25,2460,14600,1.0,98042,47
179900.0,3,1.75,1230,12000,1.0,98001,54
490000.0,4,2.5,2360,4367,2.0,98011,21
425000.0,4,1.75,1730,11890,1.0,98004,69
533300.0,4,2.5,2770,21806,2.0,98045,33
447500.0,4,2.0,1770,3332,2.0,98118,100
768000.0,5,2.75,3030,13640,2.0,98007,44
285000.0,3,1.75,2380,6000,1.5,98178,89
336900.0,3,1.75,1780,120661,1.0,98019,45
415000.0,4,1.5,1540,7886,2.0,98034,57
500000.0,3,2.25,1580,4379,2.0,98029,30
337000.0,4,2.5,3200,5772,2.0,98042,21
419950.0,4,2.5,2220,6800,2.0,98059,22
290000.0,4,2.75,2240,8162,2.0,98133,78
349950.0,2,1.75,1640,4176,1.0,98118,76
330000.0,3,1.5,1170,4950,1.0,98007,64
965000.0,4,2.25,3160,34560,1.0,98072,43
515000.0,3,2.5,2100,7851,2.0,98052,38
665000.0,4,2.5,2600,17388,2.0,98059,28
265000.0,3,1.75,1630,5999,1.5,98198,39
545400.0,3,2.0,2850,19200,1.0,98023,20
350000.0,4,3.0,2560,5606,2.0,98092,20
260000.0,2,1.5,980,1296,2.0,98133,23
2510000.0,3,3.25,5480,57990,2.0,98166,33
355000.0,3,2.0,2160,8091,1.5,98003,24
879000.0,3,3.0,3030,5156,1.5,98119,95
833000.0,4,3.5,3560,7178,2.0,98052,18
261590.0,2,1.0,760,6407,1.0,98178,81
512500.0,3,3.0,2260,2400,2.0,98122,115
600000.0,2,1.75,1560,3200,1.0,98199,78
417500.0,5,3.0,2270,6664,1.0,98125,29
970000.0,5,3.0,3480,15185,2.0,98040,60
316000.0,3,2.25,1900,7479,2.0,98038,32
397500.0,4,3.0,2350,9952,1.0,98031,35
1350000.0,3,2.5,2390,5500,1.0,98199,72
840000.0,4,2.5,3730,9847,2.0,98075,27
270000.0,2,1.0,1780,81021,1.0,98001,70
312900.0,4,2.5,1630,4473,2.0,98038,21
325000.0,2,1.0,1130,6908,1.5,98155,79
680000.0,3,1.75,2140,3584,1.0,98199,72
763000.0,4,2.5,3220,7873,2.0,98075,30
375000.0,1,1.0,800,533610,1.5,98038,74
475000.0,3,2.5,1800,3300,2.0,98118,20
219000.0,2,2.5,809,940,2.0,98136,21
415000.0,3,2.25,1820,9694,1.0,98074,47
90000.0,2,1.0,580,7500,1.0,98178,81
220000.0,2,1.0,580,7500,1.0,98178,81
616000.0,3,2.0,2900,5650,1.0,98116,65
269500.0,2,1.0,1140,74052,1.0,98022,56
395350.0,2,1.0,1060,5754,1.0,98117,107
770000.0,4,3.0,2320,7200,1.0,98040,81
840000.0,4,2.5,3450,43216,2.0,98072,24
428950.0,2,1.0,1760,4441,1.0,98126,74
800000.0,4,3.75,3370,6766,2.0,98052,19
401000.0,4,1.0,1940,5753,1.5,98177,77
303697.0,4,2.0,2520,7334,1.0,98125,69
355000.0,3,1.0,1360,8968,1.0,98125,68
350000.0,2,1.0,800,5040,1.0,98117,64
754999.0,4,2.5,3010,9323,2.0,98075,32
982218.0,3,1.75,2340,5500,2.0,98102,36
406500.0,3,2.0,1780,8621,1.0,98059,32
1650000.0,4,3.25,4200,210394,2.0,98024,31
565000.0,2,1.75,1720,3000,1.0,98103,99
160000.0,2,1.0,830,4500,1.0,98118,104
220000.0,3,1.0,1090,6320,1.0,98146,70
1280000.0,5,4.25,5040,9466,2.0,98059,20
970000.0,5,2.75,3500,5040,2.0,98126,97
115000.0,3,1.0,1080,6250,1.0,98168,74
124000.0,3,1.0,1080,6250,1.0,98168,74
157000.0,3,1.0,1080,6250,1.0,98168,74
183000.0,3,1.0,870,5200,1.0,98042,55
527000.0,4,2.5,2830,6163,2.0,98056,24
407193.0,4,2.0,1880,14653,2.0,98014,46
970000.0,4,2.75,3600,5040,2.0,98199,20
535000.0,4,2.5,2340,5600,2.0,98146,103
245000.0,3,2.0,2040,13125,1.0,98168,114
337000.0,3,1.75,1310,12750,1.0,98059,31
630000.0,3,2.0,1470,6000,1.0,98033,74
320000.0,3,1.75,1370,9900,1.0,98003,41
228500.0,3,1.0,1080,7486,1.5,98146,82
293000.0,3,2.5,1990,7577,2.0,98023,34
447000.0,3,1.0,1310,7000,1.0,98008,66
226500.0,3,1.75,1640,10762,1.0,98042,36
436000.0,3,2.25,1770,8000,1.0,98072,48
451000.0,3,2.5,2050,4876,2.0,98072,19
315000.0,3,1.0,1170,62290,2.0,98045,38
450000.0,2,1.0,1340,7250,1.0,98125,73
635000.0,3,1.5,2240,5300,1.0,98117,69
292500.0,2,1.0,880,17743,1.0,98031,73
329900.0,3,2.5,2170,4905,2.0,98038,20
531000.0,2,1.5,1260,6660,1.5,98115,98
725000.0,3,1.75,1880,13300,1.0,98004,57
355300.0,3,2.5,1620,7410,1.0,98133,69
280000.0,3,2.5,1610,10022,2.0,98003,28
1100000.0,4,2.75,3330,9143,2.0,98033,29
605004.0,4,2.0,1370,4000,2.0,98199,73
260000.0,2,1.0,690,6000,1.0,98118,75
748000.0,4,2.5,3170,4979,2.0,98103,99
776000.0,2,2.0,1990,6180,1.0,98115,83
425000.0,4,1.0,1080,6095,1.5,98103,100
230000.0,4,1.0,1870,14703,1.5,98118,96
418000.0,3,1.75,1670,12075,1.0,98155,66
440000.0,4,2.5,2800,28254,2.0,98038,23
858450.0,5,2.75,3460,7977,2.0,98074,13
390000.0,3,2.0,1930,12443,1.0,98045,55
957000.0,4,3.0,2370,3836,2.0,98107,55
507000.0,3,1.0,1180,6000,1.0,98115,74
575000.0,2,1.0,1320,4750,1.5,98107,96
700000.0,3,1.75,1350,4000,1.5,98103,99
239950.0,2,1.5,1068,1452,2.0,98028,34
253000.0,3,1.0,1580,8240,1.0,98030,46
540000.0,4,1.0,1690,3417,1.5,98199,117
1550000.0,3,4.0,5120,4600,3.0,98034,16
805000.0,4,2.5,3960,38615,2.0,98077,24
920000.0,4,3.25,2420,4000,1.5,98105,113
496600.0,3,2.5,1910,5562,2.0,98029,36
246000.0,3,2.25,1440,10500,1.0,98023,41
350000.0,5,3.0,2320,8400,1.0,98106,61
585000.0,3,2.0,1670,4572,1.5,98117,93
450000.0,3,1.75,1390,11700,1.0,98033,58
746000.0,3,2.5,2620,8950,2.0,98006,32
598555.0,3,2.5,3040,7880,2.0,98056,20
820000.0,3,2.5,2990,10711,1.0,98198,48
266500.0,3,2.25,1740,5460,1.0,98038,26
370000.0,2,1.0,2360,105850,1.0,98022,77
625000.0,3,2.75,2240,3600,2.5,98102,123
243500.0,4,2.0,1610,6200,1.0,98198,45
340000.0,2,1.0,700,5829,1.0,98103,79
559950.0,5,3.0,2730,9519,1.0,98155,10
315000.0,3,2.75,1780,15114,1.0,98003,44
753000.0,3,2.5,3070,223463,2.0,98053,21
800000.0,3,3.0,2060,3200,2.0,98102,117
550000.0,3,2.25,1360,5111,1.5,98115,90
465000.0,3,2.0,1430,14250,1.0,98033,71
465000.0,3,2.25,1840,5752,2.0,98034,21
710000.0,4,2.25,2000,8068,2.0,98006,48
505000.0,3,2.5,1820,11012,2.0,98074,36
690000.0,3,1.75,2330,16300,2.0,98034,60
217500.0,2,2.0,1070,8400,1.0,98031,44
500000.0,2,1.0,930,3750,1.0,98115,115
325000.0,2,2.0,1040,5796,1.0,98155,103
500000.0,4,2.25,1960,12436,2.0,98074,40
721500.0,3,3.25,2970,234788,2.0,98024,33
924000.0,3,1.5,2200,5000,1.5,98199,92
2010000.0,6,4.5,3810,28176,1.0,98177,55
345000.0,2,1.5,830,1034,2.0,98144,15
825000.0,4,3.5,3920,11086,2.0,98065,25
560000.0,3,2.0,2870,95396,1.0,98027,44
599000.0,3,2.0,2560,14680,1.0,98052,37
211000.0,3,1.5,1350,7620,1.0,98166,83
425000.0,4,2.25,1240,21190,1.0,98056,50
750000.0,4,2.75,3210,8520,1.0,98177,48
479000.0,3,2.5,1690,3322,2.0,98053,21
612500.0,4,2.5,2550,10623,2.0,98029,32
605000.0,5,1.75,3240,34510,2.0,98029,61
1360000.0,4,2.5,3560,8960,2.0,98033,23
389900.0,3,2.5,2160,59241,1.0,98042,17
710000.0,4,2.5,3060,5000,2.0,98059,18
295000.0,3,2.5,1690,8564,2.0,98038,32
275250.0,3,2.25,1520,7199,2.0,98038,32
250000.0,4,2.5,2040,5770,2.0,98038,30
709000.0,3,2.0,2360,18000,1.0,98177,73
399500.0,4,1.75,1360,4840,1.5,98126,96
225000.0,3,2.5,2000,9202,2.0,98038,32
500000.0,3,2.5,1650,4648,2.0,98075,23
364900.0,3,3.0,2500,8304,2.0,98031,27
356000.0,3,1.5,1140,7500,1.0,98074,48
616750.0,3,1.5,2140,47743,1.5,98106,46
755000.0,3,2.75,2870,6600,2.0,98008,40
327500.0,2,1.0,830,8183,1.0,98155,74
605000.0,3,2.25,1960,10139,2.0,98074,40
179950.0,4,1.5,1130,5200,1.0,98042,56
633000.0,5,2.75,3630,30570,2.0,98058,24
349950.0,4,2.0,1764,15600,1.0,98058,82
1080000.0,3,2.75,2770,5800,1.0,98199,65
425000.0,3,2.5,2650,12247,2.0,98001,22
990000.0,3,2.75,2500,6350,2.0,98122,45
410000.0,3,1.0,2710,19000,2.0,98166,74
590000.0,3,2.25,2490,8800,2.0,98006,49
242000.0,3,1.75,1500,7560,1.0,98003,45
775000.0,3,2.0,1160,13747,1.0,98075,93
680000.0,4,1.5,1880,6200,1.0,98146,70
217000.0,3,2.5,1340,4200,2.0,98002,22
395000.0,3,2.5,1960,3953,2.0,98059,25
572500.0,3,2.25,2030,9791,1.0,98059,40
559900.0,5,3.0,2200,6380,1.0,98125,37
845000.0,3,2.0,2540,4750,1.5,98117,94
241000.0,3,2.0,1520,7131,1.0,98023,31
1330000.0,3,2.25,2360,5504,2.0,98122,111
475000.0,3,1.75,1340,2805,1.5,98144,105
575000.0,2,1.5,1400,5810,2.0,98103,84
455000.0,4,2.75,3030,117378,1.0,98042,65
839000.0,3,2.5,3200,203425,1.0,98077,24
475000.0,4,1.5,1580,10260,1.0,98007,69
600000.0,2,1.0,2120,6897,1.0,98118,101
515000.0,2,1.0,1640,5200,1.0,98199,87
425000.0,3,2.25,1890,8400,1.0,98034,47
565000.0,4,2.0,1710,3875,1.5,98122,117
498000.0,2,2.0,1140,8282,1.0,98033,100
739000.0,4,3.0,2720,3800,2.0,98115,105
355000.0,2,1.75,1650,4000,1.0,98108,77
263000.0,3,1.75,1790,7485,1.0,98023,45
375000.0,4,1.75,1680,6834,1.5,98125,76
322000.0,3,1.75,2200,12231,1.0,98056,60
325000.0,2,1.0,830,5100,1.0,98103,83
290000.0,2,1.0,770,4800,1.0,98136,81
809950.0,4,2.5,3280,6181,2.0,98074,23
969500.0,3,3.25,2080,3025,2.0,98122,40
665000.0,4,2.5,2790,43091,2.0,98077,35
635000.0,5,3.5,4150,13232,2.0,98003,18
272450.0,3,2.25,1780,7332,2.0,98038,37
427000.0,4,1.75,1460,9750,1.0,98008,57
261500.0,3,1.0,1410,8174,1.0,98056,66
488800.0,4,2.25,2170,9665,1.0,98006,48
340000.0,2,1.0,690,5200,1.0,98136,106
398950.0,4,3.0,3000,10297,2.0,98042,21
217000.0,3,1.0,870,5200,1.0,98042,55
799000.0,4,2.5,3170,94855,1.0,98072,46
160000.0,4,1.0,1540,7350,1.0,98023,55
447000.0,3,1.0,1270,8800,1.0,98052,56
765000.0,3,1.75,2190,6450,1.0,98136,67
1320000.0,4,3.5,4410,36200,2.0,98006,35
445000.0,4,2.5,2790,8111,2.0,98058,20
310000.0,3,1.0,1510,6000,1.0,98118,71
380000.0,2,1.75,1800,7191,1.0,98056,72
325000.0,4,1.0,2410,6975,1.0,98108,67
345000.0,4,2.75,2250,7412,1.0,98058,49
300000.0,3,1.0,950,4760,1.5,98106,95
530000.0,4,1.75,2860,48351,1.0,98077,46
583500.0,4,1.75,2860,48351,1.0,98077,46
410000.0,2,1.0,1560,10125,1.0,98155,70
535000.0,2,1.5,1940,5700,1.0,98117,87
2050000.0,4,3.25,3580,19989,1.5,98125,109
345000.0,4,2.5,2040,5523,2.0,98148,25
539000.0,5,1.0,1700,11727,1.5,98033,70
590000.0,4,2.5,3700,12500,1.0,98006,51
187000.0,2,1.75,1050,2926,1.0,98198,50
270000.0,3,2.0,1690,9583,1.0,98059,55
546000.0,2,1.0,1120,6180,1.0,98115,85
520000.0,3,1.75,1490,1036,2.0,98199,16
515000.0,5,2.0,2220,6000,1.5,98144,99
990000.0,3,2.5,2160,6000,1.5,98105,85
382000.0,2,1.0,870,10492,1.0,98106,87
1210000.0,3,1.75,1900,13600,1.0,98004,68
900000.0,4,3.5,3370,5000,2.0,98126,16
675000.0,3,2.75,3370,5350,1.5,98136,114
460000.0,2,1.0,880,3300,1.0,98107,115
234000.0,2,1.0,940,5375,1.0,98198,72
399000.0,3,1.0,1340,7191,1.0,98034,50
253500.0,3,1.5,1440,12040,1.0,98042,65
475000.0,3,1.5,1750,12632,1.0,98033,72
740000.0,5,3.5,3990,5000,2.0,98118,20
799000.0,3,2.5,2860,4442,2.0,98199,24
390000.0,4,2.5,1940,3864,2.0,98058,21
421000.0,2,1.5,1400,11245,1.0,98155,77
296500.0,3,2.5,1770,6033,2.0,98042,37
895000.0,4,2.0,1710,4178,1.5,98112,98
386000.0,4,2.5,2810,11897,2.0,98092,21
424000.0,3,1.0,1580,13912,1.0,98155,69
749000.0,3,1.0,1580,5000,1.5,98117,98
523000.0,3,1.0,1440,8681,1.5,98115,87
389000.0,4,2.5,2420,9147,2.0,98003,26
270000.0,4,1.5,1930,15000,1.0,98198,78
275000.0,3,1.0,1190,27215,1.0,98059,81
287500.0,4,2.5,2240,6944,1.0,98001,45
345000.0,2,2.5,2550,216344,2.5,98092,31
427000.0,2,1.0,920,3780,1.0,98103,114
508450.0,4,1.75,1520,9600,1.0,98006,69
705000.0,3,2.0,1460,6250,1.5,98103,112
550000.0,1,1.5,1900,40600,1.5,98027,47
380000.0,3,1.5,1430,11173,1.0,98006,69
539900.0,3,2.5,2500,4203,2.0,98065,23
330000.0,2,1.0,720,7250,1.0,98027,81
455000.0,2,1.0,1140,5720,1.0,98115,77
510000.0,4,4.0,3530,10935,2.0,98023,32
315000.0,3,2.0,1220,14645,1.0,98059,54
206000.0,3,1.0,1320,7000,1.0,98002,57
592500.0,4,3.0,2170,8240,1.0,98052,56
744000.0,3,2.5,2020,7512,2.0,98033,43
334500.0,3,2.5,1990,3694,2.0,98042,35
886000.0,4,2.0,2660,3900,1.5,98112,101
600000.0,4,2.5,2360,13500,1.0,98052,51
850000.0,3,2.0,2740,101930,1.0,98045,25
550000.0,3,1.75,1360,5850,1.0,98116,86
184900.0,2,1.0,1230,5000,1.0,98022,113
245000.0,3,1.5,1260,7964,1.0,98148,69
370000.0,2,1.0,1040,4172,1.0,98112,78
480000.0,4,2.5,2700,9700,1.0,98011,46
579000.0,3,1.75,1800,4429,2.0,98103,118
339275.0,3,1.5,1590,7260,1.0,98133,60
425000.0,3,2.75,1360,542322,1.0,98022,69
170000.0,3,1.75,1370,10780,1.0,98168,65
950000.0,4,2.5,3320,7644,2.0,98006,29
623000.0,4,2.5,2980,9235,1.0,98006,47
477000.0,3,2.5,1350,2053,3.0,98117,19
330000.0,3,1.0,1160,9600,1.0,98077,57
600000.0,3,2.25,1480,5400,2.0,98122,110
570000.0,3,2.0,1640,2808,1.0,98144,100
515000.0,4,2.5,2680,7178,2.0,98065,20
805000.0,4,2.25,2440,9889,1.0,98115,72
555000.0,4,2.5,2920,24074,2.0,98038,27
245000.0,3,2.25,1780,9598,2.0,98030,39
638150.0,4,2.5,2170,7275,1.0,98027,46
1650000.0,4,4.5,5550,16065,2.0,98040,21
269950.0,4,2.5,2060,13500,1.0,98042,56
195000.0,3,1.5,1050,5525,1.0,98042,55
159100.0,2,1.0,790,7095,1.0,98178,80
550000.0,3,1.0,1010,6120,1.0,98033,82
299000.0,2,1.0,1040,4600,1.0,98118,74
1380000.0,4,3.5,3130,4500,2.0,98103,10
249500.0,2,1.0,900,4500,1.0,98055,73
700000.0,4,1.0,1470,5450,1.5,98112,106
275000.0,4,1.0,1080,26114,1.5,98030,124
565000.0,3,2.25,2440,8378,1.0,98028,62
425000.0,4,1.75,2520,11017,1.0,98133,68
620047.0,4,1.75,1760,6000,1.0,98119,78
480000.0,3,2.25,1820,13362,1.0,98075,47
515000.0,3,2.25,1820,13362,1.0,98075,47
420000.0,4,2.5,3040,24123,2.0,98092,25
610000.0,5,3.25,3490,23400,1.0,98006,67
849000.0,4,1.5,2440,8040,1.0,98177,74
718000.0,3,1.75,2280,3446,2.0,98125,75
295000.0,3,2.25,1980,8000,1.0,98023,50
871000.0,5,1.75,2360,6150,1.0,98107,84
430000.0,3,3.75,3890,7140,1.0,98178,81
440000.0,4,2.5,2300,10880,1.0,98028,63
405000.0,2,1.0,910,6490,1.0,98115,82
340000.0,3,2.0,1140,11620,1.0,98045,30
675000.0,4,2.5,2390,5249,2.0,98074,18
480000.0,3,1.0,1150,4945,1.0,98126,81
362500.0,5,2.0,2330,8586,1.0,98133,63
752888.0,3,2.5,2420,9000,2.0,98007,37
255000.0,4,1.75,960,8863,1.0,98118,75
283700.0,1,1.75,1010,10900,1.0,98019,56
335000.0,4,2.5,2370,6000,2.0,98030,23
285000.0,3,1.75,2880,18296,1.0,98168,66
278000.0,4,2.25,2400,7738,1.5,98148,60
731000.0,5,2.5,3670,8960,1.5,98052,51
335000.0,3,1.5,1140,15890,1.0,98045,39
334200.0,3,1.75,1410,45302,1.0,98019,44
642000.0,6,1.0,1530,4305,1.5,98115,103
540000.0,4,1.75,1720,4240,1.5,98144,99
299000.0,3,2.5,1620,79993,1.0,98022,64
560000.0,3,1.75,1570,4375,1.0,98116,84
852000.0,5,2.75,1990,3750,1.5,98107,111
306000.0,2,1.0,930,5650,1.0,98126,83
440000.0,3,1.75,1550,7820,1.0,98034,43
517000.0,4,1.0,1650,8250,1.0,98008,58
379000.0,2,1.0,800,6380,1.0,98115,84
360000.0,2,1.0,930,6098,1.0,98027,105
645000.0,4,1.5,2550,4000,1.5,98115,98
217000.0,2,1.0,720,4760,1.0,98056,82
255000.0,2,1.0,620,4760,1.0,98126,83
625000.0,3,2.5,2360,12164,2.0,98029,37
680000.0,3,1.75,1760,8400,1.0,98136,64
440000.0,3,1.75,2100,29735,1.0,98155,67
615000.0,5,2.25,2480,12070,2.0,98074,46
239000.0,3,1.0,1040,6860,2.0,98146,82
462500.0,3,2.5,1656,108900,1.0,98070,39
619400.0,4,2.0,2090,3610,1.5,98115,97
975000.0,6,2.75,2520,54160,2.0,98146,70
330000.0,2,1.0,700,4000,1.0,98136,81
985000.0,4,3.25,4030,36762,2.0,98077,36
430000.0,2,1.0,760,7114,1.0,98103,78
2460000.0,4,5.25,6500,14986,2.0,98039,23
778000.0,3,2.0,1840,6000,2.0,98033,78
219000.0,3,2.0,1090,7350,1.0,98042,34
1600000.0,4,2.5,2980,13341,1.5,98034,96
715000.0,4,2.25,1900,8272,1.0,98040,58
950000.0,4,2.5,2790,15653,2.0,98040,60
425000.0,2,1.0,1280,5026,1.0,98115,73
239000.0,3,1.0,1510,15022,1.0,98003,62
310000.0,1,1.0,920,8282,1.5,98011,80
400000.0,2,1.0,700,8120,1.0,98115,97
428000.0,2,1.75,1980,44550,2.0,98070,47
600000.0,3,1.0,1440,4300,1.5,98117,95
415000.0,4,4.0,2740,8250,2.0,98042,34
401000.0,2,1.0,1400,8220,1.0,98133,75
292000.0,3,1.75,2270,7156,1.0,98168,76
291750.0,3,2.25,1310,12825,1.0,98166,74
227000.0,3,1.75,1680,7455,1.0,98023,56
675000.0,3,2.25,2260,13209,1.0,98005,47
397500.0,3,2.25,1350,980,2.0,98144,17
206000.0,2,1.5,1820,8867,2.0,98168,103
1190000.0,3,3.5,3380,3333,3.0,98122,16
360000.0,4,1.75,2140,49658,1.0,98010,65
427500.0,4,2.5,2430,3249,2.0,98059,14
115000.0,2,1.0,940,6000,1.0,98146,81
559000.0,3,1.5,2070,5386,1.0,98117,76
420000.0,4,1.0,1510,1501,1.5,98103,118
550000.0,4,1.75,2550,39460,1.0,98072,42
282150.0,2,1.0,700,5940,1.0,98133,76
260000.0,3,1.0,1150,3090,1.0,98118,114
428000.0,3,2.5,2340,3466,2.0,98065,20
319950.0,3,3.25,1510,1245,3.0,98133,17
1350000.0,3,2.0,2070,9600,1.0,98039,78
552000.0,2,1.0,1150,5000,1.0,98115,100
637000.0,4,2.75,2190,2867,1.5,98115,95
213000.0,4,1.75,1980,9000,1.0,98023,46
215000.0,3,1.0,960,7200,1.0,98166,66
590000.0,3,1.75,2180,6120,1.0,98199,75
390000.0,4,2.5,2560,43560,2.0,98038,35
287000.0,4,2.25,2270,11997,1.0,98198,65
580000.0,5,2.75,3550,9600,2.0,98033,64
424000.0,3,2.0,1330,5632,1.0,98029,36
610000.0,4,2.5,2110,6360,2.0,98029,36
1320000.0,4,3.25,3470,11843,1.0,98006,35
623500.0,4,3.0,1550,3350,1.0,98107,106
260000.0,2,1.0,570,81893,1.0,98070,88
906000.0,3,2.5,2030,1800,3.0,98112,11
330000.0,3,2.0,1500,11233,1.0,98019,37
275000.0,2,1.0,920,7688,1.0,98106,69
290000.0,3,1.0,1470,8200,1.0,98155,71
599950.0,2,1.0,1150,3775,1.0,98103,107
550000.0,4,3.0,4180,35169,2.0,98038,38
289000.0,3,1.75,1690,3449,1.0,98055,37
411000.0,4,2.75,2150,9915,1.0,98056,48
826000.0,3,3.25,2330,4000,1.0,98144,60
400000.0,4,2.0,2680,13680,2.0,98056,81
342000.0,3,2.5,1740,2226,2.0,98106,16
475000.0,2,1.75,1320,3420,1.0,98199,69
1210000.0,4,3.5,3150,5500,2.0,98105,10
455000.0,4,3.0,2480,9238,1.0,98166,111
850000.0,4,3.0,3330,4000,1.0,98103,66
185000.0,3,1.0,1010,6400,1.0,98023,53
850000.0,6,3.25,4920,20590,1.0,98118,64
239900.0,4,1.75,1570,18730,1.0,98198,64
765000.0,5,3.75,3580,14275,2.0,98027,25
437000.0,3,1.75,2220,17568,1.0,98072,57
240000.0,3,1.5,1010,10350,1.0,98032,55
395000.0,2,1.0,1440,7808,1.0,98133,75
320000.0,3,1.0,1230,7492,1.0,98155,69
525000.0,3,1.75,1710,7350,1.0,98033,43
260000.0,3,3.0,2390,8993,2.0,98003,36
450000.0,3,2.75,2840,39324,1.0,98092,36
560000.0,4,2.5,2300,7989,2.0,98074,34
310000.0,5,3.0,2270,5001,1.0,98108,35
440000.0,3,2.5,2290,6302,2.0,98058,27
458450.0,4,1.0,1330,9715,1.0,98008,67
200000.0,3,1.0,1200,10703,1.5,98118,106
430000.0,3,2.25,2160,6527,2.0,98034,37
360000.0,3,1.0,1120,10500,1.0,98034,58
311000.0,4,2.5,2090,11645,1.0,98168,62
615000.0,3,3.25,1470,1152,3.0,98103,21
575000.0,3,1.75,2270,10136,2.0,98027,45
2030000.0,4,3.75,4100,22798,1.5,98040,90
430000.0,3,1.75,1440,4025,1.0,98126,107
400000.0,3,1.5,1200,4800,1.0,98007,62
340000.0,3,1.75,1720,10710,1.0,98146,67
351000.0,1,0.75,930,6600,1.0,98125,100
440000.0,4,2.5,2400,8038,2.0,98059,22
298000.0,4,2.5,1960,11798,2.0,98092,25
300000.0,4,1.75,1890,9205,1.0,98133,60
310000.0,3,2.25,1590,3056,2.0,98108,23
500000.0,4,2.5,2590,9354,2.0,98011,31
399900.0,3,1.0,860,1664,1.5,98117,97
343000.0,3,2.5,1270,2509,2.0,98106,20
415000.0,2,2.25,1130,2191,2.0,98052,14
410000.0,3,2.5,1860,15457,2.0,98019,27
320000.0,2,1.0,1802,11225,1.0,98125,63
1990000.0,5,3.0,4480,5000,2.5,98112,122
253000.0,2,1.0,1310,7128,1.0,98031,44
630000.0,3,2.5,2320,32772,2.0,98053,32
216000.0,2,1.0,1130,12500,1.0,98055,71
540000.0,3,2.5,2180,11100,1.0,98052,41
212000.0,3,1.5,1830,12233,1.5,98022,94
300000.0,3,2.75,2340,12282,1.0,98155,46
969950.0,3,2.5,2830,3750,3.0,98117,10
715000.0,3,1.0,1610,7680,1.0,98122,68
1320000.0,5,2.75,2410,19447,2.0,98040,56
1440000.0,4,2.75,2660,9547,1.0,98004,56
305000.0,3,1.0,1030,5350,1.0,98055,100
458000.0,3,4.0,1390,1569,2.0,98105,18
275000.0,3,1.75,1580,8775,1.0,98146,82
550000.0,3,2.75,2330,4780,2.0,98198,94
742000.0,3,3.25,1540,704,3.0,98122,13
700000.0,3,1.0,1570,4000,2.0,98103,116
640000.0,4,3.0,2940,5763,1.0,98108,69
352000.0,3,0.75,1240,7200,1.0,98133,77
301500.0,3,1.0,1410,7419,1.0,98056,55
630000.0,4,2.5,2190,9880,1.0,98033,45
340000.0,3,2.5,3040,6255,2.0,98030,25
477500.0,4,1.75,1860,9364,1.0,98125,71
285000.0,3,2.5,1690,7460,1.0,98146,27
255000.0,3,2.75,1900,16117,1.0,98001,66
315000.0,3,2.5,1600,7982,2.0,98001,31
830000.0,6,3.0,2530,9000,1.0,98033,46
539950.0,3,2.25,1860,1558,3.0,98103,10
980000.0,3,2.25,2390,4590,2.0,98105,83
735000.0,4,2.5,3100,8529,2.0,98074,34
536000.0,5,2.25,2650,9140,1.0,98177,59
575000.0,3,2.0,1520,5000,1.5,98107,79
500000.0,2,1.0,1510,4000,1.0,98117,100
285500.0,4,1.75,1960,7950,1.0,98023,57
498000.0,4,2.75,2270,7375,1.0,98034,51
